Year,Pesticide Type,Usage
1991,Fungicides and Bactericides,697.2
1992,Fungicides and Bactericides,135.6
1993,Fungicides and Bactericides,174.0
1994,Fungicides and Bactericides,224.07
1995,Fungicides and Bactericides,274.14
1996,Fungicides and Bactericides,324.21
1997,Fungicides and Bactericides,374.28
1998,Fungicides and Bactericides,424.35
1999,Fungicides and Bactericides,474.42
2000,Fungicides and Bactericides,524.49
2001,Fungicides and Bactericides,574.56
2002,Fungicides and Bactericides,624.63
2003,Fungicides and Bactericides,674.7
2004,Fungicides and Bactericides,1153.56
2005,Fungicides and Bactericides,1167.18
2006,Fungicides and Bactericides,1342.68
2007,Fungicides and Bactericides,1464.9
2008,Fungicides and Bactericides,1999.44
2009,Fungicides and Bactericides,2188.8
2010,Fungicides and Bactericides,2711.91
2011,Fungicides and Bactericides,2896.29
2012,Fungicides and Bactericides,3034.83
2013,Fungicides and Bactericides,3589.49
2014,Fungicides and Bactericides,3484.74
2015,Fungicides and Bactericides,3360.79
2016,Fungicides and Bactericides,3445.98
2017,Fungicides and Bactericides,3926.72
2018,Fungicides and Bactericides,4404.64
2019,Fungicides and Bactericides,3795.72
2020,Fungicides and Bactericides,4007.94
2021,Fungicides and Bactericides,3802.71
2022,Fungicides and Bactericides,3982.79
1992,Fungicides and Bactericides,461.57
1993,Fungicides and Bactericides,457.77
1994,Fungicides and Bactericides,458.65
1995,Fungicides and Bactericides,434.74
1996,Fungicides and Bactericides,446.94
1997,Fungicides and Bactericides,460.04
1998,Fungicides and Bactericides,437.37
1999,Fungicides and Bactericides,465.06
2000,Fungicides and Bactericides,470.79
2001,Fungicides and Bactericides,476.69
2002,Fungicides and Bactericides,462.62
2003,Fungicides and Bactericides,460.46
2004,Fungicides and Bactericides,476.35
2005,Fungicides and Bactericides,458.26
2006,Fungicides and Bactericides,461.72
2007,Fungicides and Bactericides,457.94
2008,Fungicides and Bactericides,459.02
2009,Fungicides and Bactericides,467.25
2010,Fungicides and Bactericides,462.0
2011,Fungicides and Bactericides,561.98
2012,Fungicides and Bactericides,525.74
2013,Fungicides and Bactericides,515.53
2014,Fungicides and Bactericides,519.7
2015,Fungicides and Bactericides,528.69
2016,Fungicides and Bactericides,544.88
2017,Fungicides and Bactericides,551.15
2018,Fungicides and Bactericides,589.7
2019,Fungicides and Bactericides,581.32
2020,Fungicides and Bactericides,645.0
2021,Fungicides and Bactericides,645.0
2022,Fungicides and Bactericides,645.0
1990,Fungicides and Bactericides,19.76
1991,Fungicides and Bactericides,18.67
1992,Fungicides and Bactericides,17.86
1993,Fungicides and Bactericides,14.72
1994,Fungicides and Bactericides,12.0
1995,Fungicides and Bactericides,9.79
1996,Fungicides and Bactericides,10.08
1997,Fungicides and Bactericides,11.03
1998,Fungicides and Bactericides,13.06
1999,Fungicides and Bactericides,16.57
2000,Fungicides and Bactericides,21.67
2001,Fungicides and Bactericides,25.31
2002,Fungicides and Bactericides,25.2
2003,Fungicides and Bactericides,22.03
2004,Fungicides and Bactericides,18.28
2005,Fungicides and Bactericides,18.99
2006,Fungicides and Bactericides,23.65
2007,Fungicides and Bactericides,25.22
2008,Fungicides and Bactericides,24.91
2009,Fungicides and Bactericides,21.89
2010,Fungicides and Bactericides,22.65
2011,Fungicides and Bactericides,24.69
2012,Fungicides and Bactericides,26.58
2013,Fungicides and Bactericides,28.0
2014,Fungicides and Bactericides,27.31
2015,Fungicides and Bactericides,35.86
2016,Fungicides and Bactericides,43.16
2017,Fungicides and Bactericides,55.18
2018,Fungicides and Bactericides,51.36
2019,Fungicides and Bactericides,58.21
2020,Fungicides and Bactericides,69.85
2021,Fungicides and Bactericides,81.22
2022,Fungicides and Bactericides,86.92
1990,Fungicides and Bactericides,8428.35
1991,Fungicides and Bactericides,9739.13
1992,Fungicides and Bactericides,11049.92
1993,Fungicides and Bactericides,12360.7
1994,Fungicides and Bactericides,13671.48
1995,Fungicides and Bactericides,14982.28
1996,Fungicides and Bactericides,16293.06
1997,Fungicides and Bactericides,17603.85
1998,Fungicides and Bactericides,18914.63
1999,Fungicides and Bactericides,20225.42
2000,Fungicides and Bactericides,19135.35
2001,Fungicides and Bactericides,18674.0
2002,Fungicides and Bactericides,17325.85
2003,Fungicides and Bactericides,19443.16
2004,Fungicides and Bactericides,25725.49
2005,Fungicides and Bactericides,27100.71
2006,Fungicides and Bactericides,24812.39
2007,Fungicides and Bactericides,27868.36
2008,Fungicides and Bactericides,33020.22
2009,Fungicides and Bactericides,38081.79
2010,Fungicides and Bactericides,69934.46
2011,Fungicides and Bactericides,71266.62
2012,Fungicides and Bactericides,72598.79
2013,Fungicides and Bactericides,60489.3
2014,Fungicides and Bactericides,62435.87
2015,Fungicides and Bactericides,77737.14
2016,Fungicides and Bactericides,91999.93
2017,Fungicides and Bactericides,66129.0
2018,Fungicides and Bactericides,74465.0
2019,Fungicides and Bactericides,95681.0
2020,Fungicides and Bactericides,110528.0
2021,Fungicides and Bactericides,168346.0
2022,Fungicides and Bactericides,159743.64
1990,Fungicides and Bactericides,1.69
1991,Fungicides and Bactericides,1.54
1992,Fungicides and Bactericides,1.73
1993,Fungicides and Bactericides,1.47
1994,Fungicides and Bactericides,1.67
1995,Fungicides and Bactericides,1.43
1996,Fungicides and Bactericides,1.58
1997,Fungicides and Bactericides,1.6
1998,Fungicides and Bactericides,12.36
1999,Fungicides and Bactericides,13.07
2000,Fungicides and Bactericides,12.65
2001,Fungicides and Bactericides,2.66
2002,Fungicides and Bactericides,2.38
2003,Fungicides and Bactericides,2.04
2004,Fungicides and Bactericides,1.65
2005,Fungicides and Bactericides,1.47
2006,Fungicides and Bactericides,1.35
2007,Fungicides and Bactericides,1.43
2008,Fungicides and Bactericides,1.59
2009,Fungicides and Bactericides,2.73
2010,Fungicides and Bactericides,2.05
2011,Fungicides and Bactericides,18.56
2012,Fungicides and Bactericides,16.31
2013,Fungicides and Bactericides,16.84
2014,Fungicides and Bactericides,1.51
2015,Fungicides and Bactericides,1.87
2016,Fungicides and Bactericides,2.5
2017,Fungicides and Bactericides,2.56
2018,Fungicides and Bactericides,1.71
2019,Fungicides and Bactericides,1.2
2020,Fungicides and Bactericides,1.77
2021,Fungicides and Bactericides,2.71
2022,Fungicides and Bactericides,2.71
1990,Fungicides and Bactericides,21.69
1991,Fungicides and Bactericides,23.91
1992,Fungicides and Bactericides,25.22
1993,Fungicides and Bactericides,30.87
1994,Fungicides and Bactericides,35.72
1995,Fungicides and Bactericides,42.91
1996,Fungicides and Bactericides,47.15
1997,Fungicides and Bactericides,47.04
1998,Fungicides and Bactericides,44.36
1999,Fungicides and Bactericides,39.13
2000,Fungicides and Bactericides,35.69
2001,Fungicides and Bactericides,32.97
2002,Fungicides and Bactericides,31.37
2003,Fungicides and Bactericides,50.96
2004,Fungicides and Bactericides,56.24
2005,Fungicides and Bactericides,44.95
2006,Fungicides and Bactericides,20.49
2007,Fungicides and Bactericides,9.52
2008,Fungicides and Bactericides,7.75
2009,Fungicides and Bactericides,8.79
2010,Fungicides and Bactericides,13.42
2011,Fungicides and Bactericides,18.44
2012,Fungicides and Bactericides,20.68
2013,Fungicides and Bactericides,18.23
2014,Fungicides and Bactericides,16.22
2015,Fungicides and Bactericides,13.1
2016,Fungicides and Bactericides,11.8
2017,Fungicides and Bactericides,11.43
2018,Fungicides and Bactericides,12.61
2019,Fungicides and Bactericides,17.36
2020,Fungicides and Bactericides,22.98
2021,Fungicides and Bactericides,23.19
2022,Fungicides and Bactericides,23.3
1990,Fungicides and Bactericides,905.0
1991,Fungicides and Bactericides,905.0
1992,Fungicides and Bactericides,905.0
1993,Fungicides and Bactericides,883.45
1994,Fungicides and Bactericides,861.9
1995,Fungicides and Bactericides,840.35
1996,Fungicides and Bactericides,818.8
1997,Fungicides and Bactericides,797.25
1998,Fungicides and Bactericides,775.7
1999,Fungicides and Bactericides,754.15
2000,Fungicides and Bactericides,732.6
2001,Fungicides and Bactericides,711.05
2002,Fungicides and Bactericides,689.5
2003,Fungicides and Bactericides,667.95
2004,Fungicides and Bactericides,646.4
2005,Fungicides and Bactericides,624.85
2006,Fungicides and Bactericides,603.3
2007,Fungicides and Bactericides,581.75
2008,Fungicides and Bactericides,560.2
2009,Fungicides and Bactericides,538.65
2010,Fungicides and Bactericides,517.1
2011,Fungicides and Bactericides,495.55
2012,Fungicides and Bactericides,474.0
2013,Fungicides and Bactericides,380.17
2014,Fungicides and Bactericides,186.14
2015,Fungicides and Bactericides,619.02
2016,Fungicides and Bactericides,1048.88
2017,Fungicides and Bactericides,1287.45
2018,Fungicides and Bactericides,1798.03
2019,Fungicides and Bactericides,1578.54
2020,Fungicides and Bactericides,1697.66
2021,Fungicides and Bactericides,1634.15
2022,Fungicides and Bactericides,1540.9
1990,Fungicides and Bactericides,26.88
1991,Fungicides and Bactericides,26.88
1992,Fungicides and Bactericides,27.37
1993,Fungicides and Bactericides,65.19
1994,Fungicides and Bactericides,128.63
1995,Fungicides and Bactericides,189.27
1996,Fungicides and Bactericides,241.24
1997,Fungicides and Bactericides,231.35
1998,Fungicides and Bactericides,131.08
1999,Fungicides and Bactericides,45.14
2000,Fungicides and Bactericides,18.87
2001,Fungicides and Bactericides,17.11
2002,Fungicides and Bactericides,56.09
2003,Fungicides and Bactericides,118.17
2004,Fungicides and Bactericides,198.91
2005,Fungicides and Bactericides,147.95
2006,Fungicides and Bactericides,83.83
2007,Fungicides and Bactericides,4.85
2008,Fungicides and Bactericides,2.34
2009,Fungicides and Bactericides,0.93
2010,Fungicides and Bactericides,0.51
2011,Fungicides and Bactericides,0.33
2012,Fungicides and Bactericides,0.35
2013,Fungicides and Bactericides,0.36
2014,Fungicides and Bactericides,0.35
2015,Fungicides and Bactericides,0.34
2016,Fungicides and Bactericides,0.37
2017,Fungicides and Bactericides,0.36
2018,Fungicides and Bactericides,0.37
2019,Fungicides and Bactericides,0.34
2020,Fungicides and Bactericides,0.35
2021,Fungicides and Bactericides,0.37
2022,Fungicides and Bactericides,0.39
1990,Fungicides and Bactericides,10.66
1991,Fungicides and Bactericides,10.66
1992,Fungicides and Bactericides,10.66
1993,Fungicides and Bactericides,6.1
1994,Fungicides and Bactericides,20.15
1995,Fungicides and Bactericides,31.0
1996,Fungicides and Bactericides,20.1
1997,Fungicides and Bactericides,15.1
1998,Fungicides and Bactericides,29.03
1999,Fungicides and Bactericides,52.06
2000,Fungicides and Bactericides,72.26
2001,Fungicides and Bactericides,37.13
2002,Fungicides and Bactericides,54.62
2003,Fungicides and Bactericides,235.19
2004,Fungicides and Bactericides,485.61
2005,Fungicides and Bactericides,278.69
2006,Fungicides and Bactericides,56.92
2007,Fungicides and Bactericides,45.28
2008,Fungicides and Bactericides,40.93
2009,Fungicides and Bactericides,32.27
2010,Fungicides and Bactericides,28.19
2011,Fungicides and Bactericides,33.0
2012,Fungicides and Bactericides,31.89
2013,Fungicides and Bactericides,6.53
2014,Fungicides and Bactericides,41.0
2015,Fungicides and Bactericides,41.5
2016,Fungicides and Bactericides,24.1
2017,Fungicides and Bactericides,24.1
2018,Fungicides and Bactericides,24.1
2019,Fungicides and Bactericides,24.1
2020,Fungicides and Bactericides,24.1
2021,Fungicides and Bactericides,24.1
2022,Fungicides and Bactericides,24.1
1990,Fungicides and Bactericides,0.0
1991,Fungicides and Bactericides,0.0
1992,Fungicides and Bactericides,0.0
1993,Fungicides and Bactericides,0.0
1994,Fungicides and Bactericides,0.0
1995,Fungicides and Bactericides,0.02
1996,Fungicides and Bactericides,0.07
1997,Fungicides and Bactericides,0.23
1998,Fungicides and Bactericides,0.14
1999,Fungicides and Bactericides,0.0
2000,Fungicides and Bactericides,1.0
2001,Fungicides and Bactericides,1.0
2002,Fungicides and Bactericides,1.0
2003,Fungicides and Bactericides,1.0
2004,Fungicides and Bactericides,1.0
2005,Fungicides and Bactericides,1.0
2006,Fungicides and Bactericides,1.0
2007,Fungicides and Bactericides,1.0
2008,Fungicides and Bactericides,1.0
2009,Fungicides and Bactericides,1.0
2010,Fungicides and Bactericides,1.0
2011,Fungicides and Bactericides,1.0
2012,Fungicides and Bactericides,1.0
2013,Fungicides and Bactericides,1.0
2014,Fungicides and Bactericides,1.0
2015,Fungicides and Bactericides,1.0
2016,Fungicides and Bactericides,1.0
2017,Fungicides and Bactericides,1.0
2018,Fungicides and Bactericides,1.0
2019,Fungicides and Bactericides,1.0
2020,Fungicides and Bactericides,1.0
2021,Fungicides and Bactericides,1.0
2022,Fungicides and Bactericides,1.0
1990,Fungicides and Bactericides,114.96
1991,Fungicides and Bactericides,116.11
1992,Fungicides and Bactericides,117.94
1993,Fungicides and Bactericides,119.69
1994,Fungicides and Bactericides,120.02
1995,Fungicides and Bactericides,119.69
1996,Fungicides and Bactericides,119.22
1997,Fungicides and Bactericides,119.03
1998,Fungicides and Bactericides,118.9
1999,Fungicides and Bactericides,118.5
2000,Fungicides and Bactericides,109.58
2001,Fungicides and Bactericides,105.32
2002,Fungicides and Bactericides,101.04
2003,Fungicides and Bactericides,102.07
2004,Fungicides and Bactericides,97.39
2005,Fungicides and Bactericides,107.03
2006,Fungicides and Bactericides,128.83
2007,Fungicides and Bactericides,175.57
2008,Fungicides and Bactericides,182.37
2009,Fungicides and Bactericides,217.87
2010,Fungicides and Bactericides,277.69
2011,Fungicides and Bactericides,393.1
2012,Fungicides and Bactericides,571.33
2013,Fungicides and Bactericides,799.29
2014,Fungicides and Bactericides,1055.95
2015,Fungicides and Bactericides,1232.23
2016,Fungicides and Bactericides,1110.91
2017,Fungicides and Bactericides,1301.14
2018,Fungicides and Bactericides,1914.66
2019,Fungicides and Bactericides,2967.59
2020,Fungicides and Bactericides,3874.91
2021,Fungicides and Bactericides,4378.96
2022,Fungicides and Bactericides,4641.63
1990,Fungicides and Bactericides,486.6
1991,Fungicides and Bactericides,79.2
1992,Fungicides and Bactericides,252.0
1993,Fungicides and Bactericides,181.67
1994,Fungicides and Bactericides,111.33
1995,Fungicides and Bactericides,41.0
1996,Fungicides and Bactericides,137.7
1997,Fungicides and Bactericides,579.0
1998,Fungicides and Bactericides,167.02
1999,Fungicides and Bactericides,379.0
2000,Fungicides and Bactericides,357.0
2001,Fungicides and Bactericides,451.0
2002,Fungicides and Bactericides,1438.49
2003,Fungicides and Bactericides,1472.96
2004,Fungicides and Bactericides,1657.72
2005,Fungicides and Bactericides,1480.14
2006,Fungicides and Bactericides,1807.22
2007,Fungicides and Bactericides,1851.19
2008,Fungicides and Bactericides,1703.43
2009,Fungicides and Bactericides,1522.51
2010,Fungicides and Bactericides,2278.24
2011,Fungicides and Bactericides,2602.44
2012,Fungicides and Bactericides,2632.96
2013,Fungicides and Bactericides,2977.88
2014,Fungicides and Bactericides,3597.2
2015,Fungicides and Bactericides,3832.6
2016,Fungicides and Bactericides,3171.52
2017,Fungicides and Bactericides,4640.4
2018,Fungicides and Bactericides,4806.46
2019,Fungicides and Bactericides,5379.72
2020,Fungicides and Bactericides,6998.58
2021,Fungicides and Bactericides,6502.91
2022,Fungicides and Bactericides,6502.91
1990,Fungicides and Bactericides,1970.0
1991,Fungicides and Bactericides,2422.5
1992,Fungicides and Bactericides,2875.0
1993,Fungicides and Bactericides,3327.5
1994,Fungicides and Bactericides,3780.0
1995,Fungicides and Bactericides,3665.6
1996,Fungicides and Bactericides,3551.2
1997,Fungicides and Bactericides,3436.8
1998,Fungicides and Bactericides,3322.4
1999,Fungicides and Bactericides,3208.0
2000,Fungicides and Bactericides,3755.0
2001,Fungicides and Bactericides,3461.0
2002,Fungicides and Bactericides,2738.0
2003,Fungicides and Bactericides,3204.0
2004,Fungicides and Bactericides,3614.0
2005,Fungicides and Bactericides,3636.0
2006,Fungicides and Bactericides,3722.63
2007,Fungicides and Bactericides,5161.91
2008,Fungicides and Bactericides,6601.2
2009,Fungicides and Bactericides,6393.1
2010,Fungicides and Bactericides,5593.7
2011,Fungicides and Bactericides,6080.4
2012,Fungicides and Bactericides,7546.8
2013,Fungicides and Bactericides,9028.5
2014,Fungicides and Bactericides,9313.9
2015,Fungicides and Bactericides,8516.82
2016,Fungicides and Bactericides,9083.0
2017,Fungicides and Bactericides,9692.0
2018,Fungicides and Bactericides,13558.0
2019,Fungicides and Bactericides,7888.0
2020,Fungicides and Bactericides,7952.0
